country,gdp,unemployment,youth_pct,internet_pct,polity,date,year,month,label,prev_events,log_gdp
Argentina,10631.813357210267,7.909761656508779,24.744598506519726,79.78713362235014,7.967064159330659,2023-10-01,2023,10,1,1,9.271700098333318
Argentina,10714.625664842004,9.086833312132526,24.69331360978664,79.83404812078477,8.025342442725805,2023-11-01,2023,11,1,1,9.279458297695449
Argentina,10696.590587382754,8.600060028525075,24.9783615036053,79.89512886024609,8.187827895071397,2023-12-01,2023,12,1,1,9.277773816344181
Australia,51108.18813472837,5.097096215058535,18.913470289304424,88.17808022599621,10.0,2021-01-01,2021,1,1,0,10.841719566970312
Australia,52047.168539852006,4.6768799175835065,18.656490005632218,87.88115151480076,10.0,2021-02-01,2021,2,1,1,10.859924886869818
Australia,51478.183946636585,4.967068819016078,19.28245198261182,88.4759316140997,10.0,2021-03-01,2021,3,1,1,10.848932809731984
Australia,50823.62939042927,4.995466448658019,19.226012595968104,88.01220067065084,10.0,2021-04-01,2021,4,1,1,10.836136346594492
Australia,52099.11325284182,4.460619500941227,19.214293612533837,88.22788721277804,10.0,2021-05-01,2021,5,1,1,10.860922401498057
Australia,50330.7936927252,4.969189260156173,18.729633489940507,87.90114670211373,9.95882320696438,2021-06-01,2021,6,1,1,10.826392237774847
Australia,51034.72962484454,5.101816301961509,19.198207641842394,88.37433273614427,9.98966179978799,2021-07-01,2021,7,1,1,10.840281247293541
Australia,51087.283959772205,4.95415793077219,19.50821603749381,87.64345633658043,9.995606262429451,2021-08-01,2021,8,1,1,10.841310473187084
Australia,52299.16604427281,4.454810479132418,18.899591727674697,87.81828963705004,10.0,2021-09-01,2021,9,1,1,10.864754824890667
Australia,51207.51698785425,4.6356616056638185,18.738719365266295,87.75026714167355,10.0,2021-10-01,2021,10,1,1,10.84366114461243
Australia,51195.6357073789,3.9477250253896603,18.982311926832516,88.09250585623688,10.0,2021-11-01,2021,11,1,1,10.843429100028423
Australia,51012.520725726295,5.42245431044249,18.85339258697594,87.7074730315638,9.883029242490732,2021-12-01,2021,12,1,1,10.839845988839558
Australia,51161.449762465454,5.318998492760942,19.06894560234807,87.93364945716893,10.0,2022-01-01,2022,1,1,1,10.84276113887915
Australia,50872.17509876379,4.74915552382617,19.051459833458583,88.06438651069219,10.0,2022-02-01,2022,2,1,1,10.837091051806972
Australia,51729.03267577263,5.7245623780889865,18.591506130138477,87.99370037334182,9.924220371388808,2022-03-01,2022,3,1,1,10.853793794657378
Australia,51597.9828667613,5.67071787862106,18.792637833552273,88.23938309982795,10.0,2022-04-01,2022,4,1,1,10.851257239390902
Australia,51722.937445159085,5.9678244747544325,18.7270645649505,88.37567088638448,9.925467828123253,2022-05-01,2022,5,1,1,10.853675960018196
Australia,50912.453597054686,4.818918882575819,19.311451643068782,88.16981549936071,10.0,2022-06-01,2022,6,1,1,10.83788248189773
Australia,52272.91370161901,4.597823268465676,19.213675456318036,88.69625017865309,10.0,2022-07-01,2022,7,1,1,10.864252743624084
Australia,51218.611872575144,5.36931157257074,19.171167038677464,87.79173480914083,9.940185947562584,2022-08-01,2022,8,1,1,10.84387778207106
Australia,52024.54431351796,5.25631255562429,18.84864410382829,88.43000642893266,10.0,2022-09-01,2022,9,1,1,10.85949011374469
Australia,51420.28192176265,4.453738537216077,18.746312168378573,88.22037094174749,9.914031470696914,2022-10-01,2022,10,1,1,10.847807410920687
Australia,52372.43902483348,4.967329268808269,18.94564790641382,88.05552585051667,9.927251781310598,2022-11-01,2022,11,1,1,10.866154852958502
Australia,51376.06266945427,5.926710278993766,19.028913522988475,88.30757787120226,9.828990669331517,2022-12-01,2022,12,1,1,10.846947100276356
Australia,51075.13005772985,5.562276032629617,18.834029314381734,88.2335870950386,9.954248241567084,2023-01-01,2023,1,1,1,10.841072544898324
Australia,52522.70464309769,4.4164768327782316,18.588123735036078,88.55662693560826,10.0,2023-02-01,2023,2,1,1,10.869019863687967
Australia,52107.716511311664,5.534357642890568,19.029687106052897,88.1327724651696,9.936965952951155,2023-03-01,2023,3,1,1,10.861087517227862
Australia,52435.88658356336,3.4127975113414677,18.89148069197668,88.19692005311728,9.966954382994329,2023-04-01,2023,4,1,1,10.867365565092289
Australia,51252.4031356962,4.01893346211201,19.1235837151773,88.05781579769376,10.0,2023-05-01,2023,5,1,1,10.844537297443827
Australia,51644.71368378063,4.4749969664235945,18.78910714835281,88.21433244829865,10.0,2023-06-01,2023,6,1,1,10.852162483374793
Australia,51745.18942909511,5.02444317635658,19.16516018079905,88.43428059534587,10.0,2023-07-01,2023,7,1,1,10.8541060741961
Australia,52504.4918539732,5.63397258840471,18.933905557233825,88.37203281304232,9.999507318982834,2023-08-01,2023,8,1,1,10.868673049851157
Australia,51620.1780537386,4.20376987073035,18.92591746307268,88.5160401608884,9.903287513241752,2023-09-01,2023,9,1,1,10.851687294665403
Australia,51396.01603776339,5.2392691293058675,18.738348244153055,87.8713676732674,10.0,2023-10-01,2023,10,1,1,10.84733539601806
Australia,51956.46888079556,5.622326610357238,18.84539234156066,88.28020787424485,10.0,2023-11-01,2023,11,1,1,10.858180756757294
Australia,51180.87090705939,4.0954867011441065,18.882435032351154,88.11286068422463,10.0,2023-12-01,2023,12,1,1,10.843140664478616
Brazil,6777.868506107059,11.1827504422793,27.26486787344021,70.6517001943709,8.077349238228239,2021-01-01,2021,1,1,0,8.821565480002397
Brazil,6744.961762638761,12.020763208514474,27.59593297479742,70.3285234380865,7.921689769459843,2021-02-01,2021,2,1,1,8.816699347452369
Brazil,6716.79542196776,11.45450225462926,27.279809141991482,70.67862228302923,7.861787698542242,2021-03-01,2021,3,1,1,8.812515317485838
Brazil,6796.462971081608,11.218247881466759,27.33541389945289,70.70348379435505,7.9311127250277735,2021-04-01,2021,4,1,1,8.82430472905988
Brazil,6776.508830997097,11.479005684083047,27.244656253981525,70.86406356240033,7.882896445709638,2021-05-01,2021,5,1,1,8.82136488435937
Brazil,6657.075027999257,12.436294078330597,27.568433739119126,70.28517193004247,7.93948576539145,2021-06-01,2021,6,1,1,8.80358568692087
Brazil,6799.961066544869,11.170340033727054,27.668069858641523,70.72677512194099,8.100268588625074,2021-07-01,2021,7,1,1,8.824819214493008
Brazil,6735.057107512482,11.400564977827308,27.128716139470985,70.59406561506114,7.961833839313383,2021-08-01,2021,8,1,1,8.815230033842354
Brazil,6844.481147855129,11.906276884290985,27.148231835113183,70.71635351109894,8.129936192058993,2021-09-01,2021,9,1,1,8.831344027122919
Brazil,6785.151288047578,10.686762567728943,27.32575778282369,70.88091044465267,8.10318783482389,2021-10-01,2021,10,1,1,8.82263923923766
Brazil,6751.275924912504,11.425545701826127,27.612265076496566,70.55538107766453,8.241836965056399,2021-11-01,2021,11,1,1,8.817634901097287
Brazil,6780.216986162549,11.57779574793993,26.93465194992788,70.3981835113823,8.165548814089481,2021-12-01,2021,12,1,1,8.821911861311026
Brazil,6842.4449390240125,11.540298554985634,27.492626753738232,71.58153693990887,8.016048520522133,2022-01-01,2022,1,1,1,8.831046529885633
Brazil,6820.277806090133,11.576255305392037,27.09540707871957,70.74552237474185,7.843415549644669,2022-02-01,2022,2,1,1,8.82780209488431
Brazil,6711.828375419422,11.35678627955357,27.899911084795882,70.76901861040126,7.947940602346918,2022-03-01,2022,3,1,1,8.811775657608573
Brazil,6790.83941450491,11.173177431179562,27.45550793676423,70.48435654550879,8.043673328654311,2022-04-01,2022,4,1,1,8.82347708438201
Brazil,6783.726076201502,11.642316317935396,27.735129494201438,71.47816870723607,8.069611540251485,2022-05-01,2022,5,1,1,8.822429199486646
Brazil,6747.537583048024,11.466199585699203,27.467966297707182,70.42834381735345,7.8545398255484935,2022-06-01,2022,6,1,1,8.817081106030372
Brazil,6780.903879561318,12.078015449604674,27.499136016275155,71.05979008696313,7.97071136343124,2022-07-01,2022,7,1,1,8.822013149710084
Brazil,6830.260827430531,11.687936936724311,27.494253823198928,70.58864490158513,8.041785511485518,2022-08-01,2022,8,1,1,8.829264536908848
Brazil,6730.995265850323,12.177660033975025,27.149764063024666,71.18663211072709,7.966252396015744,2022-09-01,2022,9,1,1,8.814626852079659
Brazil,6773.026971233526,11.330996974107252,27.658239276428723,70.72047323733715,7.933139597477612,2022-10-01,2022,10,1,1,8.820851014951357
Brazil,6778.145580736612,11.3931944748375,27.802569565739333,71.01164937183704,7.884818159098992,2022-11-01,2022,11,1,1,8.821606352452863
Brazil,6795.162519751044,11.527401445108035,27.327534641489507,70.61033812491324,7.986690968049094,2022-12-01,2022,12,1,1,8.824113396536353
Brazil,6887.2546611234,10.567086444723477,27.12345191666862,71.34166497862633,8.03557705813916,2023-01-01,2023,1,1,1,8.837573017131941
Brazil,6866.167238671867,11.314899175316816,27.574383735706792,70.47555949239327,7.913146564398183,2023-02-01,2023,2,1,1,8.83450696228828
Brazil,6749.621121419832,11.39074838119995,27.266681301118417,70.49908241599933,7.828637621246928,2023-03-01,2023,3,1,1,8.817389797621303
Brazil,6832.756118244857,11.789608042654246,27.36203878223326,70.57298242611901,7.923713590232294,2023-04-01,2023,4,1,1,8.829629745507123
Brazil,6834.5810977154815,10.852520618262833,27.60356050849136,70.48563365782863,8.009522305082186,2023-05-01,2023,5,1,1,8.829896763498212
Brazil,6701.373990052718,12.075332075742807,27.091979356520472,70.96196958526563,7.994170401835159,2023-06-01,2023,6,1,1,8.810217069493655
Brazil,6852.669361598923,11.289799648286488,27.515001318036877,70.15446160865422,8.099316285416398,2023-07-01,2023,7,1,1,8.832539461060705
Brazil,6859.086890293166,11.059696180110924,27.32606745773585,70.63990360069062,8.058528167472051,2023-08-01,2023,8,1,1,8.833475386863208
Brazil,6751.342502063848,11.891059932561276,27.420695146715776,70.7689688618312,7.869740373000854,2023-09-01,2023,9,1,1,8.817644761005837
Brazil,6773.815673919367,11.552670866446345,27.27108739752849,70.5457064950305,7.82217231190878,2023-10-01,2023,10,1,1,8.82096743857622
Brazil,6744.72337252533,11.454200951090714,27.548825178200968,70.9059564229595,8.064822808382313,2023-11-01,2023,11,1,1,8.816664008632781
Brazil,6734.112629666277,11.504415575438687,27.551484232231957,70.56363908431082,7.9064077474759396,2023-12-01,2023,12,1,1,8.81508981174343
Canada,46296.79865107562,5.601113025799337,15.961804111685836,90.94350060025343,10.0,2021-01-01,2021,1,1,0,10.74284969361087
Canada,45477.019003114976,5.049642453884033,16.072500689765036,90.21091995020385,10.0,2021-02-01,2021,2,1,1,10.724984389376566
Canada,46048.92389620636,5.981901583319341,15.84501814585976,90.982041730613,10.0,2021-03-01,2021,3,1,1,10.737481389048131
Canada,46789.27431157822,5.355131858191982,16.373715060848657,90.77951483899804,9.906134485413325,2021-04-01,2021,4,1,1,10.75343064645428
Canada,46721.42264080855,5.743300467730678,16.159145807045586,90.80332652617032,10.0,2021-05-01,2021,5,1,1,10.751979470627074
Canada,46190.18145180631,4.668052385120052,16.17137235114308,90.9908998854825,10.0,2021-06-01,2021,6,1,1,10.74054418118384
Canada,45804.59737070898,6.4796040551232394,16.092034530918493,91.06930341833741,10.0,2021-07-01,2021,7,1,1,10.732161575969092
Canada,46252.41650987067,5.2583932795816155,15.943633955521474,90.99979223651358,9.964335818506992,2021-08-01,2021,8,1,1,10.741890610695972
Canada,46227.593877776846,5.347935017538605,15.971620680134087,90.94594606848975,10.0,2021-09-01,2021,9,1,1,10.741353800724262
Canada,45901.59551152511,4.63295849848121,15.949982369859114,91.24174690042082,9.880735913730799,2021-10-01,2021,10,1,1,10.73427694154196
Canada,46169.58449583656,5.17543740955021,16.240096463657856,90.90332451479863,10.0,2021-11-01,2021,11,1,1,10.740098175066485
Canada,46070.885485350795,5.034499682583212,15.98315844038828,90.74898014292961,9.890323141746393,2021-12-01,2021,12,1,1,10.737958183624963
Canada,46581.73643088844,5.017426052400988,16.46133523043437,91.12191535681318,9.995511178742237,2022-01-01,2022,1,1,1,10.74898528861895
Canada,44993.01649522859,4.98483128305098,16.137455430745092,90.43090946201698,10.0,2022-02-01,2022,2,1,1,10.714284793138894
Canada,46178.84225495763,5.3286236460875145,15.852367252606857,90.83767858401887,10.0,2022-03-01,2022,3,1,1,10.740298667029062
Canada,46585.55685683448,5.5584076169868775,16.106980897180193,90.98570683970401,10.0,2022-04-01,2022,4,1,1,10.74906729902846
Canada,46042.46410581074,4.867607654026359,15.994737663541727,91.29995201929603,10.0,2022-05-01,2022,5,1,1,10.737341101226251
Canada,46882.37604916256,5.813897539029257,16.256842323934407,90.76410464490455,9.924701611245931,2022-06-01,2022,6,1,1,10.755418436358527
Canada,46368.10890064261,4.9403970177313035,15.968665168424554,90.94936607158174,10.0,2022-07-01,2022,7,1,1,10.744388760048441
Canada,45391.21682093583,5.184538861371367,15.975966284370621,91.24192723811994,10.0,2022-08-01,2022,8,1,1,10.72309593367046
Canada,46367.996819446766,5.738845239121185,15.710898447821252,90.69291897932804,10.0,2022-09-01,2022,9,1,1,10.744386342893272
Canada,46530.94271561308,4.971882382270226,16.249250622674477,91.10159118227006,9.970649065443343,2022-10-01,2022,10,1,1,10.74789429586079
Canada,45707.46630970029,5.354263248025539,16.011936128341244,91.13433092256676,10.0,2022-11-01,2022,11,1,1,10.730038818142024
Canada,46562.8734805662,5.039981548146329,16.23959768131519,91.13183647930987,10.0,2022-12-01,2022,12,1,1,10.748580272256078
Canada,45790.39533630353,5.86923212666268,16.164000742528994,90.9498324911576,9.966229086208113,2023-01-01,2023,1,1,1,10.731851477698406
Canada,46475.31237263515,5.164433212023162,16.11780117621383,91.1305759857735,9.984217397783048,2023-02-01,2023,2,1,1,10.74669805044023
Canada,46276.87126498258,5.75058807520835,15.837048366382799,90.84533557317329,9.984767065074449,2023-03-01,2023,3,1,1,10.74241918338245
Canada,46119.20733730119,5.229598270165264,15.777961969282458,90.81160198854303,10.0,2023-04-01,2023,4,1,1,10.73900646997786
Canada,45736.40551785746,5.577179032993036,16.26786792937421,91.28103710352426,10.0,2023-05-01,2023,5,1,1,10.730671743577473
Canada,46081.50656252479,5.5208197408721125,15.728652977623929,91.08447452579819,10.0,2023-06-01,2023,6,1,1,10.738188689778495
Canada,45926.37333832208,5.389756188018079,15.673143167156514,90.8434258412893,9.766968542811133,2023-07-01,2023,7,1,1,10.734816587317923
Canada,45079.040925045665,5.287374988585799,15.727240087089749,90.88502159807398,9.912482436375425,2023-08-01,2023,8,1,1,10.716194875984836
Canada,46695.711279842435,5.1905562345225205,15.946469439150809,91.12519865949926,10.0,2023-09-01,2023,9,1,1,10.751429018904043
Canada,45486.10462316235,5.264355591012888,15.95485093064666,91.3741863359315,10.0,2023-10-01,2023,10,1,1,10.725184149893904
Canada,46455.07056272329,5.624712577242039,15.990305808892318,91.75363717627364,9.816225046786492,2023-11-01,2023,11,1,1,10.746262425965906
Canada,46551.09132205324,4.729383948953238,15.914855458688956,90.97948758391094,9.954845330541524,2023-12-01,2023,12,1,1,10.748327208055953
China,10506.268737746495,4.348845669445029,16.838332320603584,61.27410451688385,-7.002479393777514,2021-01-01,2021,1,1,0,9.259822557381437
China,10453.88613959359,5.136186258015534,17.135531177270213,61.76505699524937,-7.048480738098952,2021-02-01,2021,2,1,1,9.254824721281537
China,10588.824749642046,5.138629686183227,17.292093413026773,61.42106433647962,-7.001431937699172,2021-03-01,2021,3,1,1,9.267648889793936
China,10486.4464971008,4.750430031053446,17.09214005087258,61.459166509171084,-7.025660519296188,2021-04-01,2021,4,1,1,9.257934249174921
China,10592.999572714045,4.354291102804411,17.149180682986387,61.53546394052622,-6.900002206989675,2021-05-01,2021,5,1,1,9.268043041771646
China,10457.061032229285,4.433446136385314,17.4463706679664,60.92938430914125,-6.862673368896215,2021-06-01,2021,6,1,1,9.25512835066806
China,10558.62557657215,4.50081822385849,16.89556622814284,61.0836752094915,-6.753936073995869,2021-07-01,2021,7,1,1,9.264793099867646
China,10243.641494318392,5.143666499601036,17.039657523264573,61.59380899462448,-7.063143469843116,2021-08-01,2021,8,1,1,9.234510066826793
China,10371.964132863826,3.8690330566839086,17.506962956951178,61.228221987399465,-6.942474922307932,2021-09-01,2021,9,1,1,9.246958097685932
China,10482.518948550332,5.299619468919789,17.053032606243146,61.07797356395597,-6.8644663440333,2021-10-01,2021,10,1,1,9.257559679047802
China,10358.869853032038,5.7451225906782355,17.473537417600436,60.65335068171854,-6.9577131009206425,2021-11-01,2021,11,1,1,9.245694953285922
China,10378.45439128445,4.540633764457975,16.903165813936983,61.05461839857746,-7.0418348870478615,2021-12-01,2021,12,1,1,9.2475835918783
China,10452.21918722647,5.803727330673478,17.043761134485806,61.63662623967474,-6.889030480248437,2022-01-01,2022,1,1,1,9.254665266147311
China,10447.427929198233,4.881444222703892,17.38378090154679,60.96230888619959,-6.917551593127594,2022-02-01,2022,2,1,1,9.254206808678818
China,10489.274392765295,5.090922057969628,17.19112226224244,61.33215085506029,-7.164930590604549,2022-03-01,2022,3,1,1,9.258203858604512
China,10436.556979819848,4.755763165126944,17.004500905141008,60.53305577756842,-6.962952644483938,2022-04-01,2022,4,1,1,9.253165828288626
China,10338.128614774294,4.725347752643496,17.608134312816137,60.88275864646385,-7.0660243305928425,2022-05-01,2022,5,1,1,9.243690871278572
China,10536.157806778632,4.932623529999089,17.225950378983836,60.63001346680409,-7.099817605661061,2022-06-01,2022,6,1,1,9.262663127930262
China,10405.340701471643,5.441565010411995,17.127835320188492,61.29867762245867,-6.982541203755678,2022-07-01,2022,7,1,1,9.250170582182205
China,10480.576509724988,5.2251338880807685,17.274042312310012,60.27438137770426,-7.042424947094164,2022-08-01,2022,8,1,1,9.257374376878797
China,10468.426831017783,5.013761326460263,17.11272011234044,61.204074609973496,-6.9370655719059044,2022-09-01,2022,9,1,1,9.256214558432724
China,10416.417302763797,4.73556421768045,16.633480136743835,61.11339888159153,-7.098387316794363,2022-10-01,2022,10,1,1,9.251234424965489
China,10579.639665641529,5.022152242572017,17.325544518709354,60.59629822855461,-7.059674666877551,2022-11-01,2022,11,1,1,9.26678116347517
China,10591.154438660235,4.8630558096375776,17.213474358644813,61.38857399836367,-7.1166756705864564,2022-12-01,2022,12,1,1,9.267868858759714
China,10476.112283134777,5.380360828832591,17.296570575886914,60.958344294559595,-7.067380005648802,2023-01-01,2023,1,1,1,9.25694837440299
China,10499.451708980385,6.280654283742149,17.246568978014764,61.191292072131745,-6.95827713179878,2023-02-01,2023,2,1,1,9.259173555123178
China,10597.664016855628,4.902529323952097,17.564619812181625,61.466244503508804,-6.975321956917142,2023-03-01,2023,3,1,1,9.26848323601124
China,10548.24892585234,5.419765799491397,17.3122186945824,60.869824795744556,-6.8835675278346145,2023-04-01,2023,4,1,1,9.263809944507614
China,10333.082251793649,5.335589267204277,17.214830778538357,61.04857720342991,-6.947502361556477,2023-05-01,2023,5,1,1,9.243202668152946
China,10345.783280910055,4.7859952552496,17.259567575898117,61.878510090522006,-7.061343623497542,2023-06-01,2023,6,1,1,9.244430956272044
China,10437.063137302515,5.116303645207323,17.309090318631952,61.32469838548656,-7.070495030762642,2023-07-01,2023,7,1,1,9.253214320978177
China,10357.790800219662,4.93584617539711,16.917221089511578,61.4569002080033,-6.921927995087293,2023-08-01,2023,8,1,1,9.245590790875868
China,10462.980825652718,4.334047073111734,17.395087116989114,61.44185339730203,-6.859988595409552,2023-09-01,2023,9,1,1,9.255694241284436
China,10453.37001655229,4.134531022030494,17.354489557998274,60.868967948875195,-7.158943773062252,2023-10-01,2023,10,1,1,9.254775353380781
China,10637.649280639653,4.722783726357239,17.103749448286525,61.16917695206288,-6.937775520865985,2023-11-01,2023,11,1,1,9.27224880752884
China,10744.651672627926,4.415116369271624,17.00283307240589,61.42071860764067,-6.97718963012693,2023-12-01,2023,12,1,1,9.282256456155913
Egypt,3652.261769964299,7.299501712219032,33.27074932820417,57.18190491149804,-3.077305745529722,2021-01-01,2021,1,1,0,8.203375683128618
Egypt,3592.921825672083,8.049031186340486,33.33687972596545,57.357939498848374,-3.102089891716,2021-02-01,2021,2,1,1,8.186999315763613
Egypt,3652.2829054831373,7.458852547060965,33.330844528259966,57.164590262652865,-2.9445673443182714,2021-03-01,2021,3,1,1,8.203381468494964
Egypt,3614.183300702782,7.522259055076705,33.15974148810415,57.665920532295,-3.1336272526244326,2021-04-01,2021,4,1,1,8.192897838895979
Egypt,3628.84203514477,6.563211030469815,33.33075035531318,57.28160793547287,-3.1508979071787766,2021-05-01,2021,5,1,1,8.196944409822983
Egypt,3613.3749752541835,7.7058801093928855,33.16970614720864,57.38662798591878,-3.0198667663805208,2021-06-01,2021,6,1,1,8.192674222065984
Egypt,3630.324889839457,6.22805078720968,33.549691715557884,56.98000955618462,-3.052263309164749,2021-07-01,2021,7,1,1,8.197352844095496
Egypt,3607.1530209877988,7.27661316563429,33.29404748176688,57.201704178047244,-2.977335295808609,2021-08-01,2021,8,1,1,8.190951291865153
Egypt,3659.3440914232933,7.427542235339733,33.542689383601825,57.243438025885574,-3.008569095998608,2021-09-01,2021,9,1,1,8.205312436026448
Egypt,3625.885314640783,7.351812024938457,33.04161316521188,56.928626799151836,-3.114975229161594,2021-10-01,2021,10,1,1,8.196129518887968
Egypt,3605.6306013781914,7.324496157747309,33.29526580278779,56.880284560361034,-2.9811025382997984,2021-11-01,2021,11,1,1,8.19052926406449
Egypt,3580.329991790676,7.50148238887419,33.42545087007557,57.729367659881426,-3.0170160703805546,2021-12-01,2021,12,1,1,8.183489516490228
Egypt,3580.0867715527397,6.801982416213852,33.3207599536487,57.18484294833547,-3.172747070348246,2022-01-01,2022,1,1,1,8.183421600800296
Egypt,3631.8152825689863,7.722166136824065,32.99159905724008,57.22333535894997,-2.9128214779328507,2022-02-01,2022,2,1,1,8.197763186604057
Egypt,3575.633016285009,7.087362123731066,33.407495962007346,57.3930938942199,-2.9011833037278922,2022-03-01,2022,3,1,1,8.182177138604363
Egypt,3646.3533261930224,7.516485499738264,33.08253291600511,58.02839100506607,-2.967820160498631,2022-04-01,2022,4,1,1,8.201757067441193
Egypt,3614.6129410143735,6.892566392430504,33.11186520340442,56.9639134318421,-2.9508991251678047,2022-05-01,2022,5,1,1,8.193016675134128
Egypt,3527.541918591345,7.6958916897592875,33.24109599097296,57.74826308515045,-3.2101126823623902,2022-06-01,2022,6,1,1,8.168640010373533
Egypt,3613.597037857667,7.234930587588439,33.37781275545393,57.48279162340257,-3.1005227878627326,2022-07-01,2022,7,1,1,8.19273565890739
Egypt,3619.970902418632,6.904680974057072,33.001045547376336,57.41152597110963,-3.0774054237879636,2022-08-01,2022,8,1,1,8.194497473947282
Egypt,3621.4135505447957,7.220866420428675,33.46985769806594,57.40962708438428,-3.18027351179012,2022-09-01,2022,9,1,1,8.194895809326166
Egypt,3587.3823283239235,7.274404622163397,33.26834374445794,56.987285088866884,-3.0751270602484344,2022-10-01,2022,10,1,1,8.18545677500572
Egypt,3576.6602229242158,7.651357519557568,33.09545237844565,57.2559472033998,-3.243605468332765,2022-11-01,2022,11,1,1,8.182464296709831
Egypt,3622.7319251847402,6.879917395684108,33.35788087884572,56.982944069739155,-3.1302070871839236,2022-12-01,2022,12,1,1,8.195259692347534
